line_no,endpoint,label,raw_expected_country,expected_country,raw_actual_country,actual_country,actual_country_alias_applied,input_consistent,input_comparable,status,error,exit_region,exit_ip,cf_colo,geo_selected_provider,geo_fallback_used,geo_evidence,selected_in_output,raw_line
1,13.231.33.243:443,日本,JP,JP,JP,JP,False,True,True,geo_only,,日本,2a09:bac5:4436:2787::3f0:4c,NRT,youtube,False,youtube:JP;ping0:JP;ipwhois:JP;ipinfo:JP;ip_sb:AE;cloudflare:JP;ipapi:-;ip_api:JP,True,13.231.33.243:443#日本-1
2,www.fastsoso.cn:2083,日本,JP,JP,JP,JP,False,True,True,geo_only,,日本,2a09:bac5:4433:dc::16:206,NRT,youtube,False,youtube:JP;ping0:JP;ipwhois:JP;ipinfo:JP;ip_sb:AE;cloudflare:JP;ipapi:JP;ip_api:JP,True,www.fastsoso.cn:2083#日本-2
3,yg9.ygkkk.dpdns.org:2096,日本,JP,JP,JP,JP,False,True,True,geo_only,,日本,2a09:bac5:4433:efa::17e:df,NRT,youtube,False,youtube:JP;ping0:JP;ipwhois:JP;ipinfo:JP;ip_sb:AE;cloudflare:JP;ipapi:JP;ip_api:JP,True,yg9.ygkkk.dpdns.org:2096#日本-3
4,yg8.ygkkk.dpdns.org:8443,日本,JP,JP,HK,HK,False,False,True,geo_only,,香港,2a09:bac5:398e:16c8::245:99,SIN,youtube,False,youtube:HK;ping0:HK;ipwhois:SG;ipinfo:-;ip_sb:SG;cloudflare:SG;ipapi:-;ip_api:HK,True,yg8.ygkkk.dpdns.org:8443#日本-4
5,cf.godns.cc:2096,日本,JP,JP,HK,HK,False,False,True,geo_only,,香港,2a09:bac5:398c:16d2::246:cd,SIN,youtube,False,youtube:HK;ping0:HK;ipwhois:-;ipinfo:HK;ip_sb:SG;cloudflare:SG;ipapi:-;ip_api:HK,True,cf.godns.cc:2096#日本-5
6,www.fastsoso.cn:2087,日本,JP,JP,JP,JP,False,True,True,geo_only,,日本,2a09:bac5:4433:dc::16:206,NRT,youtube,False,youtube:JP;ping0:JP;ipwhois:JP;ipinfo:JP;ip_sb:AE;cloudflare:JP;ipapi:-;ip_api:JP,True,www.fastsoso.cn:2087#日本-6
7,api.gzcrtw.com:443,日本,JP,JP,JP,JP,False,True,True,geo_only,,日本,104.28.157.37,NRT,ipinfo,False,youtube:HK;ping0:HK;ipwhois:-;ipinfo:JP;ip_sb:AE;cloudflare:JP;ipapi:-;ip_api:JP,True,api.gzcrtw.com:443#日本-7
8,eii.at:443,日本,JP,JP,JP,JP,False,True,True,geo_only,,日本,2a09:bac5:4433:1191::1c0:da,NRT,ping0,False,youtube:US;ping0:JP;ipwhois:JP;ipinfo:JP;ip_sb:AE;cloudflare:JP;ipapi:-;ip_api:JP,True,eii.at:443#日本-8
9,bestcf.cdn.fiatnorm.us.kg:443,日本,JP,JP,JP,JP,False,True,True,geo_only,,日本,2a09:bac5:4434:2e0a::496:36,NRT,youtube,False,youtube:JP;ping0:JP;ipwhois:JP;ipinfo:JP;ip_sb:AE;cloudflare:JP;ipapi:JP;ip_api:JP,True,bestcf.cdn.fiatnorm.us.kg:443#日本-9
10,162.159.39.106:2087,日本,JP,JP,JP,JP,False,True,True,geo_only,,日本,2a09:bac5:4432:efa::17e:df,NRT,youtube,False,youtube:JP;ping0:JP;ipwhois:JP;ipinfo:JP;ip_sb:AE;cloudflare:JP;ipapi:-;ip_api:JP,True,162.159.39.106:2087#日本-10
11,162.159.38.77:2087,日本,JP,JP,JP,JP,False,True,True,geo_only,,日本,2a09:bac1:3b00:1020::1c0:da,NRT,youtube,False,youtube:JP;ping0:JP;ipwhois:JP;ipinfo:JP;ip_sb:AE;cloudflare:JP;ipapi:-;ip_api:JP,True,162.159.38.77:2087#日本-11
12,162.159.38.27:2096,日本,JP,JP,JP,JP,False,True,True,geo_only,,日本,2a09:bac5:4432:efa::17e:df,NRT,youtube,False,youtube:JP;ping0:JP;ipwhois:JP;ipinfo:JP;ip_sb:AE;cloudflare:JP;ipapi:-;ip_api:JP,True,162.159.38.27:2096#日本-12
13,162.159.38.221:8443,日本,JP,JP,JP,JP,False,True,True,geo_only,,日本,2a09:bac1:3b00:1020::17e:df,NRT,youtube,False,youtube:JP;ping0:JP;ipwhois:JP;ipinfo:JP;ip_sb:AE;cloudflare:JP;ipapi:-;ip_api:JP,True,162.159.38.221:8443#日本-13
14,162.159.39.6:2087,日本,JP,JP,JP,JP,False,True,True,geo_only,,日本,2a09:bac5:4432:efa::17e:df,NRT,youtube,False,youtube:JP;ping0:JP;ipwhois:JP;ipinfo:JP;ip_sb:AE;cloudflare:JP;ipapi:-;ip_api:JP,True,162.159.39.6:2087#日本-14
15,162.159.39.6:8443,日本,JP,JP,JP,JP,False,True,True,geo_only,,日本,2a09:bac5:4432:1191::1c0:da,NRT,youtube,False,youtube:JP;ping0:JP;ipwhois:JP;ipinfo:JP;ip_sb:AE;cloudflare:JP;ipapi:-;ip_api:JP,True,162.159.39.6:8443#日本-15
16,162.159.39.106:2096,日本,JP,JP,JP,JP,False,True,True,geo_only,,日本,2a09:bac5:4432:1191::1c0:da,NRT,youtube,False,youtube:JP;ping0:JP;ipwhois:JP;ipinfo:JP;ip_sb:AE;cloudflare:JP;ipapi:-;ip_api:JP,True,162.159.39.106:2096#日本-16
17,162.159.44.166:443,日本,JP,JP,JP,JP,False,True,True,geo_only,,日本,2a09:bac5:4433:1000::198:8c,NRT,ping0,False,youtube:US;ping0:JP;ipwhois:JP;ipinfo:JP;ip_sb:AE;cloudflare:JP;ipapi:-;ip_api:JP,True,162.159.44.166:443#日本-17
18,162.159.38.221:2053,日本,JP,JP,JP,JP,False,True,True,geo_only,,日本,2a09:bac1:3b00:1020::1c0:da,NRT,youtube,False,youtube:JP;ping0:JP;ipwhois:JP;ipinfo:JP;ip_sb:AE;cloudflare:JP;ipapi:-;ip_api:JP,True,162.159.38.221:2053#日本-18
19,162.159.44.100:8443,日本,JP,JP,JP,JP,False,True,True,geo_only,,日本,2a09:bac5:4434:1191::1c0:da,NRT,ping0,False,youtube:US;ping0:JP;ipwhois:JP;ipinfo:JP;ip_sb:AE;cloudflare:JP;ipapi:-;ip_api:JP,True,162.159.44.100:8443#日本-19
20,cdn.ddeed.de:2087,日本,JP,JP,HK,HK,False,False,True,geo_only,,香港,2a09:bac5:398a:16dc::247:4a,SIN,youtube,False,youtube:HK;ping0:HK;ipwhois:-;ipinfo:-;ip_sb:SG;cloudflare:SG;ipapi:-;ip_api:HK,True,cdn.ddeed.de:2087#日本-20
21,162.159.39.54:8443,日本,JP,JP,JP,JP,False,True,True,geo_only,,日本,2a09:bac5:4432:1000::198:8c,NRT,youtube,False,youtube:JP;ping0:JP;ipwhois:JP;ipinfo:JP;ip_sb:AE;cloudflare:JP;ipapi:-;ip_api:JP,True,162.159.39.54:8443#日本-21
22,162.159.38.77:443,日本,JP,JP,JP,JP,False,True,True,geo_only,,日本,2a09:bac1:3b00:1020::16:206,NRT,youtube,False,youtube:JP;ping0:JP;ipwhois:JP;ipinfo:JP;ip_sb:AE;cloudflare:JP;ipapi:-;ip_api:JP,True,162.159.38.77:443#日本-22
23,162.159.44.100:443,日本,JP,JP,JP,JP,False,True,True,geo_only,,日本,2a09:bac5:4434:1191::1c0:da,NRT,youtube,False,youtube:JP;ping0:JP;ipwhois:JP;ipinfo:JP;ip_sb:AE;cloudflare:JP;ipapi:-;ip_api:JP,True,162.159.44.100:443#日本-23
24,162.159.45.106:8443,日本,JP,JP,JP,JP,False,True,True,geo_only,,日本,2a09:bac1:3b00:1020::1c0:da,NRT,youtube,False,youtube:JP;ping0:JP;ipwhois:JP;ipinfo:JP;ip_sb:AE;cloudflare:JP;ipapi:-;ip_api:JP,True,162.159.45.106:8443#日本-24
25,162.159.45.149:2087,日本,JP,JP,JP,JP,False,True,True,geo_only,,日本,2a09:bac5:4434:1191::1c0:da,NRT,ping0,False,youtube:US;ping0:JP;ipwhois:JP;ipinfo:JP;ip_sb:AE;cloudflare:JP;ipapi:-;ip_api:JP,True,162.159.45.149:2087#日本-25
26,cf.nyanya.moe:443,日本,JP,JP,JP,JP,False,True,True,geo_only,,日本,2a09:bac5:4433:1191::1c0:da,NRT,youtube,False,youtube:JP;ping0:JP;ipwhois:JP;ipinfo:JP;ip_sb:AE;cloudflare:JP;ipapi:-;ip_api:JP,True,cf.nyanya.moe:443#日本-26
27,162.159.45.16:2083,日本,JP,JP,JP,JP,False,True,True,geo_only,,日本,2a09:bac5:4432:dc::16:206,NRT,ping0,False,youtube:US;ping0:JP;ipwhois:JP;ipinfo:JP;ip_sb:AE;cloudflare:JP;ipapi:-;ip_api:JP,True,162.159.45.16:2083#日本-27
28,162.159.39.169:2096,日本,JP,JP,JP,JP,False,True,True,geo_only,,日本,2a09:bac5:4433:1000::198:8c,NRT,youtube,False,youtube:JP;ping0:JP;ipwhois:JP;ipinfo:JP;ip_sb:AE;cloudflare:JP;ipapi:-;ip_api:JP,True,162.159.39.169:2096#日本-28
29,162.159.44.179:8443,日本,JP,JP,JP,JP,False,True,True,geo_only,,日本,2a09:bac1:3b00:1020::17e:df,NRT,youtube,False,youtube:JP;ping0:JP;ipwhois:JP;ipinfo:JP;ip_sb:AE;cloudflare:JP;ipapi:-;ip_api:JP,True,162.159.44.179:8443#日本-29
30,162.159.45.16:443,日本,JP,JP,JP,JP,False,True,True,geo_only,,日本,2a09:bac5:4432:efa::17e:df,NRT,youtube,False,youtube:JP;ping0:JP;ipwhois:JP;ipinfo:JP;ip_sb:AE;cloudflare:JP;ipapi:-;ip_api:JP,False,162.159.45.16:443#日本-30
31,172.64.40.222:8443,日本,JP,JP,JP,JP,False,True,True,geo_only,,日本,2a09:bac1:3b00:b50::1c7:ad,NRT,youtube,False,youtube:JP;ping0:JP;ipwhois:JP;ipinfo:JP;ip_sb:AE;cloudflare:JP;ipapi:-;ip_api:JP,True,172.64.40.222:8443#日本-31
32,api.gzcrtw.com:2083,日本,JP,JP,JP,JP,False,True,True,geo_only,,日本,2a09:bac5:4433:efa::17e:df,NRT,youtube,False,youtube:JP;ping0:JP;ipwhois:JP;ipinfo:JP;ip_sb:AE;cloudflare:JP;ipapi:-;ip_api:JP,True,api.gzcrtw.com:2083#日本-32
33,cdn.091224.xyz:2096,日本,JP,JP,JP,JP,False,True,True,geo_only,,日本,2a09:bac5:4433:dc::16:206,NRT,youtube,False,youtube:JP;ping0:JP;ipwhois:JP;ipinfo:JP;ip_sb:AE;cloudflare:JP;ipapi:-;ip_api:JP,True,cdn.091224.xyz:2096#日本-33
34,162.159.38.239:2096,日本,JP,JP,JP,JP,False,True,True,geo_only,,日本,2a09:bac5:4432:dc::16:206,NRT,youtube,False,youtube:JP;ping0:JP;ipwhois:JP;ipinfo:JP;ip_sb:AE;cloudflare:JP;ipapi:-;ip_api:JP,True,162.159.38.239:2096#日本-34
35,cdn.091224.xyz:8443,日本,JP,JP,HK,HK,False,False,True,geo_only,,香港,2a09:bac5:398c:e6::17:360,SIN,youtube,False,youtube:HK;ping0:HK;ipwhois:-;ipinfo:HK;ip_sb:SG;cloudflare:SG;ipapi:-;ip_api:HK,True,cdn.091224.xyz:8443#日本-35
36,162.159.44.179:2053,日本,JP,JP,JP,JP,False,True,True,geo_only,,日本,2a09:bac1:3b00:1020::198:8c,NRT,youtube,False,youtube:JP;ping0:JP;ipwhois:JP;ipinfo:JP;ip_sb:AE;cloudflare:JP;ipapi:-;ip_api:JP,False,162.159.44.179:2053#日本-36
37,162.159.45.215:2096,日本,JP,JP,JP,JP,False,True,True,geo_only,,日本,2a09:bac5:4433:efa::17e:df,NRT,youtube,False,youtube:JP;ping0:JP;ipwhois:JP;ipinfo:JP;ip_sb:AE;cloudflare:JP;ipapi:-;ip_api:JP,False,162.159.45.215:2096#日本-37
38,162.159.45.244:2087,日本,JP,JP,JP,JP,False,True,True,geo_only,,日本,2a09:bac5:4432:dc::16:206,NRT,youtube,False,youtube:JP;ping0:JP;ipwhois:JP;ipinfo:JP;ip_sb:AE;cloudflare:JP;ipapi:-;ip_api:JP,False,162.159.45.244:2087#日本-38
39,172.64.40.45:2083,日本,JP,JP,JP,JP,False,True,True,geo_only,,日本,2a09:bac5:4314:1e14::2ff:4f,NRT,youtube,False,youtube:JP;ping0:JP;ipwhois:JP;ipinfo:JP;ip_sb:AE;cloudflare:JP;ipapi:-;ip_api:JP,False,172.64.40.45:2083#日本-39
40,cdn.ddeed.de:2053,日本,JP,JP,HK,HK,False,False,True,geo_only,,香港,2a09:bac5:398c:2e1e::498:36,SIN,ping0,False,youtube:VN;ping0:HK;ipwhois:SG;ipinfo:HK;ip_sb:SG;cloudflare:SG;ipapi:-;ip_api:HK,True,cdn.ddeed.de:2053#日本-40
41,162.159.39.24:2053,日本,JP,JP,JP,JP,False,True,True,geo_only,,日本,2a09:bac1:3b00:1020::1c0:da,NRT,youtube,False,youtube:JP;ping0:JP;ipwhois:JP;ipinfo:JP;ip_sb:AE;cloudflare:JP;ipapi:-;ip_api:JP,False,162.159.39.24:2053#日本-41
42,162.159.38.51:2087,日本,JP,JP,JP,JP,False,True,True,geo_only,,日本,2a09:bac5:4432:1191::1c0:da,NRT,ping0,False,youtube:US;ping0:JP;ipwhois:JP;ipinfo:JP;ip_sb:AE;cloudflare:JP;ipapi:-;ip_api:JP,False,162.159.38.51:2087#日本-42
43,172.64.40.139:2096,日本,JP,JP,JP,JP,False,True,True,geo_only,,日本,2a09:bac5:4313:174b::252:a7,NRT,youtube,False,youtube:JP;ping0:JP;ipwhois:JP;ipinfo:JP;ip_sb:AE;cloudflare:JP;ipapi:-;ip_api:JP,False,172.64.40.139:2096#日本-43
44,162.159.45.244:2053,日本,JP,JP,JP,JP,False,True,True,geo_only,,日本,2a09:bac5:4432:dc::16:206,NRT,ping0,False,youtube:US;ping0:JP;ipwhois:JP;ipinfo:JP;ip_sb:AE;cloudflare:JP;ipapi:-;ip_api:JP,False,162.159.45.244:2053#日本-44
45,162.159.39.24:2083,日本,JP,JP,JP,JP,False,True,True,geo_only,,日本,2a09:bac1:3b00:1020::16:206,NRT,youtube,False,youtube:JP;ping0:JP;ipwhois:JP;ipinfo:JP;ip_sb:AE;cloudflare:JP;ipapi:-;ip_api:JP,False,162.159.39.24:2083#日本-45
46,cdn.204910.best:2096,日本,JP,JP,HK,HK,False,False,True,geo_only,,香港,2a09:bac5:398a:16dc::247:4a,SIN,youtube,False,youtube:HK;ping0:HK;ipwhois:-;ipinfo:-;ip_sb:SG;cloudflare:SG;ipapi:-;ip_api:HK,True,cdn.204910.best:2096#日本-46
47,162.159.45.215:2083,日本,JP,JP,JP,JP,False,True,True,geo_only,,日本,2a09:bac5:4433:1000::198:8c,NRT,youtube,False,youtube:JP;ping0:JP;ipwhois:JP;ipinfo:JP;ip_sb:AE;cloudflare:JP;ipapi:-;ip_api:JP,False,162.159.45.215:2083#日本-47
48,162.159.38.106:2087,日本,JP,JP,JP,JP,False,True,True,geo_only,,日本,2a09:bac5:4434:dc::16:206,NRT,youtube,False,youtube:JP;ping0:JP;ipwhois:JP;ipinfo:JP;ip_sb:AE;cloudflare:JP;ipapi:-;ip_api:JP,False,162.159.38.106:2087#日本-48
49,162.159.44.249:2053,日本,JP,JP,JP,JP,False,True,True,geo_only,,日本,2a09:bac5:4432:dc::16:206,NRT,ping0,False,youtube:US;ping0:JP;ipwhois:JP;ipinfo:JP;ip_sb:AE;cloudflare:JP;ipapi:-;ip_api:JP,False,162.159.44.249:2053#日本-49
50,162.159.38.188:2083,日本,JP,JP,JP,JP,False,True,True,geo_only,,日本,2a09:bac5:4433:1191::1c0:da,NRT,youtube,False,youtube:JP;ping0:JP;ipwhois:JP;ipinfo:JP;ip_sb:AE;cloudflare:JP;ipapi:-;ip_api:JP,False,162.159.38.188:2083#日本-50
51,172.64.40.191:2087,日本,JP,JP,JP,JP,False,True,True,geo_only,,日本,2a09:bac5:4313:174b::252:a7,NRT,youtube,False,youtube:JP;ping0:JP;ipwhois:JP;ipinfo:JP;ip_sb:AE;cloudflare:JP;ipapi:-;ip_api:JP,False,172.64.40.191:2087#日本-51
52,162.159.44.116:2083,日本,JP,JP,JP,JP,False,True,True,geo_only,,日本,2a09:bac5:4434:dc::16:206,NRT,youtube,False,youtube:JP;ping0:JP;ipwhois:JP;ipinfo:JP;ip_sb:AE;cloudflare:JP;ipapi:-;ip_api:JP,False,162.159.44.116:2083#日本-52
53,172.64.40.35:2053,日本,JP,JP,JP,JP,False,True,True,geo_only,,日本,2a09:bac5:4313:1e1e::300:69,NRT,youtube,False,youtube:JP;ping0:JP;ipwhois:JP;ipinfo:JP;ip_sb:AE;cloudflare:JP;ipapi:-;ip_api:JP,False,172.64.40.35:2053#日本-53
54,162.159.38.250:8443,日本,JP,JP,JP,JP,False,True,True,geo_only,,日本,2a09:bac5:4434:efa::17e:df,NRT,youtube,False,youtube:JP;ping0:JP;ipwhois:JP;ipinfo:JP;ip_sb:AE;cloudflare:JP;ipapi:-;ip_api:JP,False,162.159.38.250:8443#日本-54
55,162.159.39.89:443,日本,JP,JP,JP,JP,False,True,True,geo_only,,日本,2a09:bac5:4433:1000::198:8c,NRT,youtube,False,youtube:JP;ping0:JP;ipwhois:JP;ipinfo:JP;ip_sb:AE;cloudflare:JP;ipapi:-;ip_api:JP,False,162.159.39.89:443#日本-55
56,162.159.39.195:2087,日本,JP,JP,JP,JP,False,True,True,geo_only,,日本,2a09:bac5:4434:1000::198:8c,NRT,youtube,False,youtube:JP;ping0:JP;ipwhois:JP;ipinfo:JP;ip_sb:AE;cloudflare:JP;ipapi:-;ip_api:JP,False,162.159.39.195:2087#日本-56
57,162.159.38.251:443,日本,JP,JP,JP,JP,False,True,True,geo_only,,日本,2a09:bac5:4432:1000::198:8c,NRT,youtube,False,youtube:JP;ping0:JP;ipwhois:JP;ipinfo:JP;ip_sb:AE;cloudflare:JP;ipapi:-;ip_api:JP,False,162.159.38.251:443#日本-57
58,162.159.44.146:2083,日本,JP,JP,JP,JP,False,True,True,geo_only,,日本,2a09:bac5:4433:1191::1c0:da,NRT,youtube,False,youtube:JP;ping0:JP;ipwhois:JP;ipinfo:JP;ip_sb:AE;cloudflare:JP;ipapi:-;ip_api:JP,False,162.159.44.146:2083#日本-58
59,162.159.44.146:2053,日本,JP,JP,JP,JP,False,True,True,geo_only,,日本,2a09:bac5:4433:1191::1c0:da,NRT,youtube,False,youtube:JP;ping0:JP;ipwhois:JP;ipinfo:JP;ip_sb:AE;cloudflare:JP;ipapi:-;ip_api:JP,False,162.159.44.146:2053#日本-59
60,172.64.40.191:443,日本,JP,JP,JP,JP,False,True,True,geo_only,,日本,2a09:bac5:4313:174b::252:a7,NRT,youtube,False,youtube:JP;ping0:JP;ipwhois:JP;ipinfo:JP;ip_sb:AE;cloudflare:JP;ipapi:-;ip_api:JP,False,172.64.40.191:443#日本-60
61,122.10.119.252:443,越南,VN,HK,HK,HK,False,True,True,geo_only,,香港,2a09:bac5:3989:16dc::247:fa,SIN,youtube,False,youtube:HK;ping0:HK;ipwhois:-;ipinfo:-;ip_sb:SG;cloudflare:SG;ipapi:-;ip_api:HK,True,122.10.119.252:443#越南-1
62,198.41.192.250:443,越南,VN,HK,HK,HK,False,True,True,geo_only,,香港,2a09:bac5:398c:e6::17:317,SIN,ping0,False,youtube:VN;ping0:HK;ipwhois:-;ipinfo:HK;ip_sb:SG;cloudflare:SG;ipapi:-;ip_api:HK,True,198.41.192.250:443#越南-2
63,104.18.0.1:443,越南,VN,HK,HK,HK,False,True,True,geo_only,,香港,2a09:bac5:398b:263c::3cf:6e,,youtube,False,youtube:HK;ping0:HK;ipwhois:-;ipinfo:HK;ip_sb:SG;cloudflare:-;ipapi:-;ip_api:HK,True,104.18.0.1:443#越南-3
64,104.18.1.170:2096,越南,VN,HK,HK,HK,False,True,True,geo_only,,香港,2a09:bac5:398c:16c8::245:47,SIN,youtube,False,youtube:HK;ping0:HK;ipwhois:SG;ipinfo:HK;ip_sb:SG;cloudflare:SG;ipapi:-;ip_api:HK,True,104.18.1.170:2096#越南-4
65,www.visa.cn:2053,越南,VN,HK,HK,HK,False,True,True,geo_only,,香港,2a09:bac1:3180:8::17:360,SIN,youtube,False,youtube:HK;ping0:HK;ipwhois:-;ipinfo:-;ip_sb:SG;cloudflare:SG;ipapi:-;ip_api:HK,True,www.visa.cn:2053#越南-5
66,104.17.161.189:443,越南,VN,HK,HK,HK,False,True,True,geo_only,,香港,2a09:bac5:398c:e6::17:37b,SIN,youtube,False,youtube:HK;ping0:HK;ipwhois:-;ipinfo:-;ip_sb:SG;cloudflare:SG;ipapi:-;ip_api:HK,True,104.17.161.189:443#越南-6
67,104.17.162.249:443,越南,VN,HK,HK,HK,False,True,True,geo_only,,香港,2a09:bac1:3180:8::3cf:4f,SIN,youtube,False,youtube:HK;ping0:HK;ipwhois:-;ipinfo:HK;ip_sb:SG;cloudflare:SG;ipapi:-;ip_api:HK,True,104.17.162.249:443#越南-7
68,104.18.0.6:2083,越南,VN,HK,HK,HK,False,True,True,geo_only,,香港,2a09:bac5:398a:2e1e::498:35,SIN,youtube,False,youtube:HK;ping0:HK;ipwhois:-;ipinfo:HK;ip_sb:SG;cloudflare:SG;ipapi:-;ip_api:HK,True,104.18.0.6:2083#越南-8
69,162.159.157.165:443,越南,VN,HK,HK,HK,False,True,True,geo_only,,香港,2a09:bac5:398c:2e1e::498:36,SIN,youtube,False,youtube:HK;ping0:HK;ipwhois:SG;ipinfo:-;ip_sb:SG;cloudflare:SG;ipapi:-;ip_api:HK,True,162.159.157.165:443#越南-9
70,104.17.132.136:8443,越南,VN,HK,HK,HK,False,True,True,geo_only,,香港,2a09:bac5:398c:263c::3cf:41,SIN,youtube,False,youtube:HK;ping0:HK;ipwhois:-;ipinfo:HK;ip_sb:SG;cloudflare:SG;ipapi:-;ip_api:HK,True,104.17.132.136:8443#越南-10
71,104.17.142.212:443,越南,VN,HK,HK,HK,False,True,True,geo_only,,香港,2a09:bac5:398b:2e1e::498:6d,SIN,youtube,False,youtube:HK;ping0:HK;ipwhois:-;ipinfo:-;ip_sb:SG;cloudflare:SG;ipapi:-;ip_api:HK,True,104.17.142.212:443#越南-11
72,104.18.227.79:443,越南,VN,HK,HK,HK,False,True,True,geo_only,,香港,2a09:bac1:3180:8::3cf:6e,SIN,youtube,False,youtube:HK;ping0:HK;ipwhois:-;ipinfo:-;ip_sb:SG;cloudflare:SG;ipapi:-;ip_api:HK,True,104.18.227.79:443#越南-12
73,104.18.47.140:2096,越南,VN,HK,HK,HK,False,True,True,geo_only,,香港,2a09:bac5:398c:e6::17:384,SIN,youtube,False,youtube:HK;ping0:HK;ipwhois:SG;ipinfo:-;ip_sb:SG;cloudflare:SG;ipapi:-;ip_api:HK,True,104.18.47.140:2096#越南-13
74,123.cf.3666888.xyz:2087,越南,VN,HK,HK,HK,False,True,True,geo_only,,香港,2a09:bac5:398c:e6::17:2f6,SIN,ping0,False,youtube:VN;ping0:HK;ipwhois:-;ipinfo:-;ip_sb:SG;cloudflare:SG;ipapi:-;ip_api:HK,True,123.cf.3666888.xyz:2087#越南-14
75,172.66.139.60:443,越南,VN,HK,HK,HK,False,True,True,geo_only,,香港,2a09:bac5:398c:2e1e::498:36,SIN,youtube,False,youtube:HK;ping0:HK;ipwhois:SG;ipinfo:-;ip_sb:SG;cloudflare:SG;ipapi:-;ip_api:HK,False,172.66.139.60:443#越南-15
76,10.cf.3666888.xyz:443,越南,VN,HK,SG,SG,False,False,True,geo_only,,新加坡,158.178.229.178,SIN,ipwhois,False,youtube:VN;ping0:HK;ipwhois:SG;ipinfo:-;ip_sb:SG;cloudflare:SG;ipapi:-;ip_api:HK,True,10.cf.3666888.xyz:443#越南-16
77,104.17.171.233:443,越南,VN,HK,HK,HK,False,True,True,geo_only,,香港,104.28.156.215,SIN,youtube,False,youtube:HK;ping0:-;ipwhois:SG;ipinfo:HK;ip_sb:SG;cloudflare:SG;ipapi:-;ip_api:HK,False,104.17.171.233:443#越南-17
78,104.18.0.3:443,越南,VN,HK,SG,SG,False,False,True,geo_only,,新加坡,158.178.229.178,SIN,ipwhois,False,youtube:VN;ping0:HK;ipwhois:SG;ipinfo:-;ip_sb:SG;cloudflare:SG;ipapi:-;ip_api:HK,True,104.18.0.3:443#越南-18
79,104.18.36.53:8443,越南,VN,HK,HK,HK,False,True,True,geo_only,,香港,2a09:bac5:398b:2646::3d0:32,SIN,youtube,False,youtube:HK;ping0:HK;ipwhois:SG;ipinfo:-;ip_sb:SG;cloudflare:SG;ipapi:-;ip_api:HK,False,104.18.36.53:8443#越南-19
80,104.19.149.57:2087,越南,VN,HK,HK,HK,False,True,True,geo_only,,香港,2a09:bac5:398b:263c::3cf:4f,SIN,youtube,False,youtube:HK;ping0:HK;ipwhois:-;ipinfo:-;ip_sb:SG;cloudflare:SG;ipapi:-;ip_api:HK,False,104.19.149.57:2087#越南-20
81,172.64.155.250:443,越南,VN,HK,HK,HK,False,True,True,geo_only,,香港,2a09:bac5:398c:16c8::245:cf,,ping0,False,youtube:VN;ping0:HK;ipwhois:SG;ipinfo:-;ip_sb:SG;cloudflare:-;ipapi:-;ip_api:HK,False,172.64.155.250:443#越南-21
82,104.16.156.106:443,越南,VN,HK,HK,HK,False,True,True,geo_only,,香港,2a09:bac1:3180:8::3d0:16,SIN,youtube,False,youtube:HK;ping0:HK;ipwhois:-;ipinfo:HK;ip_sb:SG;cloudflare:SG;ipapi:-;ip_api:HK,False,104.16.156.106:443#越南-22
83,104.17.51.44:443,越南,VN,HK,HK,HK,False,True,True,geo_only,,香港,2a09:bac1:3180:8::498:2b,SIN,youtube,False,youtube:HK;ping0:HK;ipwhois:-;ipinfo:-;ip_sb:SG;cloudflare:SG;ipapi:-;ip_api:HK,False,104.17.51.44:443#越南-23
84,104.20.18.114:443,越南,VN,HK,HK,HK,False,True,True,geo_only,,香港,2a09:bac5:398a:2646::3d0:26,SIN,youtube,False,youtube:HK;ping0:HK;ipwhois:-;ipinfo:HK;ip_sb:SG;cloudflare:SG;ipapi:-;ip_api:HK,False,104.20.18.114:443#越南-24
85,162.159.128.95:2087,越南,VN,HK,HK,HK,False,True,True,geo_only,,香港,2a09:bac1:3180:8::245:47,SIN,youtube,False,youtube:HK;ping0:HK;ipwhois:SG;ipinfo:-;ip_sb:SG;cloudflare:SG;ipapi:-;ip_api:HK,False,162.159.128.95:2087#越南-25
86,cloudflare.182682.xyz:2083,越南,VN,HK,HK,HK,False,True,True,geo_only,,香港,2a09:bac5:398e:16c8::245:47,SIN,youtube,False,youtube:HK;ping0:HK;ipwhois:-;ipinfo:-;ip_sb:SG;cloudflare:SG;ipapi:-;ip_api:HK,False,cloudflare.182682.xyz:2083#越南-26
87,sy.2.hhhhh.eu.org:2053,越南,VN,HK,HK,HK,False,True,True,geo_only,,香港,2a09:bac5:398a:2e1e::498:36,SIN,youtube,False,youtube:HK;ping0:HK;ipwhois:-;ipinfo:HK;ip_sb:SG;cloudflare:SG;ipapi:-;ip_api:HK,False,sy.2.hhhhh.eu.org:2053#越南-27
88,visasg.hhhhh.eu.org:8443,越南,VN,HK,HK,HK,False,True,True,geo_only,,香港,2a09:bac1:3180:8::498:2d,SIN,youtube,False,youtube:HK;ping0:HK;ipwhois:SG;ipinfo:HK;ip_sb:SG;cloudflare:SG;ipapi:-;ip_api:HK,False,visasg.hhhhh.eu.org:8443#越南-28
89,www.hyundai.com:2087,越南,VN,HK,HK,HK,False,True,True,geo_only,,香港,2a09:bac5:398a:16c8::245:47,SIN,youtube,False,youtube:HK;ping0:HK;ipwhois:SG;ipinfo:-;ip_sb:SG;cloudflare:SG;ipapi:-;ip_api:HK,False,www.hyundai.com:2087#越南-29
