exit_country_code,exit_region_name,host,port,endpoint,source,latency_ms,cf_colo,status,error,raw_line
GB,英国,43.154.131.189,443,43.154.131.189:443,cf_junzhen_qzz_io_best_ips_txt,164,,region_not_preferred,"GB not in HK,JP,KR,SG,TW,US",43.154.131.189:443#HK [高速 by Jz 15M]
GB,英国,43.168.16.112,443,43.168.16.112:443,xinyitang3,182,,region_not_preferred,"GB not in HK,JP,KR,SG,TW,US",43.168.16.112:443#Mia优选 | HK @MiaChatChannel | 43.168.16.112:443
GB,英国,4.194.113.191,443,4.194.113.191:443,cf_junzhen_qzz_io_best_ips_txt,408,,region_not_preferred,"GB not in HK,JP,KR,SG,TW,US",4.194.113.191:443#SG [高速 by Jz 18M]
GB,英国,149.104.5.234,443,149.104.5.234:443,moistr,443,,region_not_preferred,"GB not in HK,JP,KR,SG,TW,US",149.104.5.234:443#MoistR优选 | 港岛古惑 | HK | 149.104.5.234:443
GB,英国,2803:f800:51::f6af:41c1,443,[2803:f800:51::f6af:41c1]:443,raw_githubusercontent_com_joname1_BestCFip_refs_heads_main_ipv6_txt,449,,region_not_preferred,"GB not in HK,JP,KR,SG,TW,US",[2803:f800:51::f6af:41c1]:443#WeTestV6-870d58
GB,英国,104.25.0.4,443,104.25.0.4:443,bestcf_pages_dev_gslege_DE_txt,450,,region_not_preferred,"GB not in HK,JP,KR,SG,TW,US",104.25.0.4:443#Gslege优选 | de 【德国】 DE | 104.25.0.4
GB,英国,108.162.198.18,443,108.162.198.18:443,gslege_jp,451,,region_not_preferred,"GB not in HK,JP,KR,SG,TW,US",108.162.198.18:443#Gslege优选 | jp 【日本】 JP | 108.162.198.18
GB,英国,2606:4700::8fa9:5b1f:a2c2:9565,443,[2606:4700::8fa9:5b1f:a2c2:9565]:443,raw_githubusercontent_com_ymyuuu_IPDB_refs_heads_main_BestCF_bestcfv6_txt,452,,region_not_preferred,"GB not in HK,JP,KR,SG,TW,US",2606:4700::8fa9:5b1f:a2c2:9565
GB,英国,104.17.0.5,443,104.17.0.5:443,gslege_us,454,,region_not_preferred,"GB not in HK,JP,KR,SG,TW,US",104.17.0.5:443#Gslege优选 | us 【美国】 US | 104.17.0.5
GB,英国,104.17.129.117,2087,104.17.129.117:2087,gshtwy_wetest_v4,454,,region_not_preferred,"GB not in HK,JP,KR,SG,TW,US",104.17.129.117:2087#联通-SJC-2087-WS-TLS
GB,英国,172.64.158.177,443,172.64.158.177:443,raw_githubusercontent_com_joname1_BestCFip_refs_heads_main_ipv4_txt,454,,region_not_preferred,"GB not in HK,JP,KR,SG,TW,US",172.64.158.177:443#US-299b42
GB,英国,104.26.15.76,443,104.26.15.76:443,uouin,455,,region_not_preferred,"GB not in HK,JP,KR,SG,TW,US",104.26.15.76:443#麒麟优选 | 联通 | 104.26.15.76 | 121.67ms | 0.25mb/s
GB,英国,104.17.97.3,443,104.17.97.3:443,uouin,456,,region_not_preferred,"GB not in HK,JP,KR,SG,TW,US",104.17.97.3:443#麒麟优选 | 移动 | 104.17.97.3 | 49.32ms | 0.25mb/s
GB,英国,141.101.115.1,443,141.101.115.1:443,bestcf_pages_dev_entryip_50_txt,456,,region_not_preferred,"GB not in HK,JP,KR,SG,TW,US",141.101.115.1:443#141.101.115.1 | 跨境优化段，路径短，适合海外资源
GB,英国,162.159.34.117,2087,162.159.34.117:2087,gshtwy_wetest_v4,456,,region_not_preferred,"GB not in HK,JP,KR,SG,TW,US",162.159.34.117:2087#电信-SIN-2087-WS-TLS
GB,英国,104.19.155.135,2096,104.19.155.135:2096,gshtwy_wetest_v4,458,,region_not_preferred,"GB not in HK,JP,KR,SG,TW,US",104.19.155.135:2096#移动-HKG-2096-WS-TLS
GB,英国,162.159.34.117,2096,162.159.34.117:2096,gshtwy_wetest_v4,458,,region_not_preferred,"GB not in HK,JP,KR,SG,TW,US",162.159.34.117:2096#电信-SIN-2096-WS-TLS
GB,英国,172.64.154.148,443,172.64.154.148:443,raw_githubusercontent_com_ymyuuu_IPDB_refs_heads_main_BestCF_bestcfv4_txt,458,,region_not_preferred,"GB not in HK,JP,KR,SG,TW,US",172.64.154.148
GB,英国,2606:4700:25:fd0d:74c8:3e2:6b48:6501,443,[2606:4700:25:fd0d:74c8:3e2:6b48:6501]:443,raw_githubusercontent_com_joname1_BestCFip_refs_heads_main_ipv6_txt,458,,region_not_preferred,"GB not in HK,JP,KR,SG,TW,US",[2606:4700:25:fd0d:74c8:3e2:6b48:6501]:443#IPDBv6-10bf46
GB,英国,2606:4700:57::60a1:520d,443,[2606:4700:57::60a1:520d]:443,bestcf_pages_dev_vvhan_ipv6_txt,458,,region_not_preferred,"GB not in HK,JP,KR,SG,TW,US",[2606:4700:57::60a1:520d]:443#vvHan优选 | 移动 | HKG | 2606:4700:57::60a1:520d
GB,英国,104.16.149.166,443,104.16.149.166:443,raw_githubusercontent_com_hubbylei_bestcf_refs_heads_main_bestcf_txt,459,,region_not_preferred,"GB not in HK,JP,KR,SG,TW,US",104.16.149.166
GB,英国,104.17.133.6,2087,104.17.133.6:2087,gshtwy_wetest_v4,459,,region_not_preferred,"GB not in HK,JP,KR,SG,TW,US",104.17.133.6:2087#联通-SJC-2087-WS-TLS
GB,英国,104.17.0.3,443,104.17.0.3:443,gslege_us,460,,region_not_preferred,"GB not in HK,JP,KR,SG,TW,US",104.17.0.3:443#Gslege优选 | us 【美国】 US | 104.17.0.3
GB,英国,104.17.149.95,2087,104.17.149.95:2087,gshtwy_wetest_v4,460,,region_not_preferred,"GB not in HK,JP,KR,SG,TW,US",104.17.149.95:2087#移动-HKG-2087-WS-TLS
GB,英国,104.19.148.135,443,104.19.148.135:443,raw_githubusercontent_com_ymyuuu_IPDB_refs_heads_main_BestCF_bestcfv4_txt,460,,region_not_preferred,"GB not in HK,JP,KR,SG,TW,US",104.19.148.135
GB,英国,104.19.159.48,443,104.19.159.48:443,raw_githubusercontent_com_ymyuuu_IPDB_refs_heads_main_BestCF_bestcfv4_txt,460,,region_not_preferred,"GB not in HK,JP,KR,SG,TW,US",104.19.159.48
GB,英国,2a06:98c1:3121:5d:1caa:56dd:a908:af7b,443,[2a06:98c1:3121:5d:1caa:56dd:a908:af7b]:443,raw_githubusercontent_com_joname1_BestCFip_refs_heads_main_ipv6_txt,460,,region_not_preferred,"GB not in HK,JP,KR,SG,TW,US",[2a06:98c1:3121:5d:1caa:56dd:a908:af7b]:443#Uouin-c3ceb9
GB,英国,2606:4700:57::9907:5db8,443,[2606:4700:57::9907:5db8]:443,raw_githubusercontent_com_joname1_BestCFip_refs_heads_main_ipv6_txt,461,,region_not_preferred,"GB not in HK,JP,KR,SG,TW,US",[2606:4700:57::9907:5db8]:443#WeTestV6-027d26
GB,英国,104.16.105.166,443,104.16.105.166:443,raw_githubusercontent_com_joname1_BestCFip_refs_heads_main_ipv4_txt,462,,region_not_preferred,"GB not in HK,JP,KR,SG,TW,US",104.16.105.166:443#US-d1b078
GB,英国,104.17.125.54,443,104.17.125.54:443,raw_githubusercontent_com_einsitang_my_fast_cf_ip_refs_heads_master_fastips_txt,462,,region_not_preferred,"GB not in HK,JP,KR,SG,TW,US",104.17.125.54
GB,英国,104.17.129.117,2053,104.17.129.117:2053,gshtwy_wetest_v4,462,,region_not_preferred,"GB not in HK,JP,KR,SG,TW,US",104.17.129.117:2053#联通-SJC-2053-WS-TLS
GB,英国,104.17.129.117,8443,104.17.129.117:8443,gshtwy_wetest_v4,462,,region_not_preferred,"GB not in HK,JP,KR,SG,TW,US",104.17.129.117:8443#联通-SJC-8443-WS-TLS
GB,英国,104.17.133.6,2053,104.17.133.6:2053,gshtwy_wetest_v4,462,,region_not_preferred,"GB not in HK,JP,KR,SG,TW,US",104.17.133.6:2053#联通-SJC-2053-WS-TLS
GB,英国,104.18.46.37,443,104.18.46.37:443,raw_githubusercontent_com_joname1_BestCFip_refs_heads_main_ipv4_txt,462,,region_not_preferred,"GB not in HK,JP,KR,SG,TW,US",104.18.46.37:443#US-0c0f75
GB,英国,cf.mubaiovo.top,443,cf.mubaiovo.top:443,domain_ai_vps789,462,,region_not_preferred,"GB not in HK,JP,KR,SG,TW,US",cf.mubaiovo.top:443#AI优选 | cf.mubaiovo.top
GB,英国,104.17.0.4,443,104.17.0.4:443,gslege_us,463,,region_not_preferred,"GB not in HK,JP,KR,SG,TW,US",104.17.0.4:443#Gslege优选 | us 【美国】 US | 104.17.0.4
GB,英国,104.24.0.2,443,104.24.0.2:443,bestcf_pages_dev_gslege_DE_txt,463,,region_not_preferred,"GB not in HK,JP,KR,SG,TW,US",104.24.0.2:443#Gslege优选 | de 【德国】 DE | 104.24.0.2
GB,英国,104.27.0.5,443,104.27.0.5:443,bestcf_pages_dev_gslege_DE_txt,463,,region_not_preferred,"GB not in HK,JP,KR,SG,TW,US",104.27.0.5:443#Gslege优选 | de 【德国】 DE | 104.27.0.5
GB,英国,104.17.156.246,2053,104.17.156.246:2053,gshtwy_wetest_v4,464,,region_not_preferred,"GB not in HK,JP,KR,SG,TW,US",104.17.156.246:2053#移动-HKG-2053-WS-TLS
GB,英国,162.159.41.65,443,162.159.41.65:443,gshtwy_wetest_v4,464,,region_not_preferred,"GB not in HK,JP,KR,SG,TW,US",162.159.41.65:443#电信-SIN-443-WS-TLS
GB,英国,172.64.144.222,443,172.64.144.222:443,raw_githubusercontent_com_joname1_BestCFip_refs_heads_main_ipv4_txt,464,,region_not_preferred,"GB not in HK,JP,KR,SG,TW,US",172.64.144.222:443#US-4d1a82
GB,英国,2606:4700:3032:7270:d52f:d871:63dd:7757,443,[2606:4700:3032:7270:d52f:d871:63dd:7757]:443,bestcf_pages_dev_nirevil_ipv6_txt,464,,region_not_preferred,"GB not in HK,JP,KR,SG,TW,US",[2606:4700:3032:7270:d52f:d871:63dd:7757]:443#NiREvil优选 | 移动 | Default | 3ms | 361mbps
GB,英国,104.16.4.183,443,104.16.4.183:443,cfyes_ipv4,465,,region_not_preferred,"GB not in HK,JP,KR,SG,TW,US",104.16.4.183:443#CFYes优选 | 电信 | 104.16.4.183
GB,英国,104.17.139.37,443,104.17.139.37:443,raw_githubusercontent_com_joname1_BestCFip_refs_heads_main_ipv4_txt,465,,region_not_preferred,"GB not in HK,JP,KR,SG,TW,US",104.17.139.37:443#US-078da0
GB,英国,104.17.149.95,8443,104.17.149.95:8443,gshtwy_wetest_v4,465,,region_not_preferred,"GB not in HK,JP,KR,SG,TW,US",104.17.149.95:8443#移动-HKG-8443-WS-TLS
GB,英国,104.26.0.4,443,104.26.0.4:443,bestcf_pages_dev_gslege_DE_txt,465,,region_not_preferred,"GB not in HK,JP,KR,SG,TW,US",104.26.0.4:443#Gslege优选 | de 【德国】 DE | 104.26.0.4
GB,英国,172.64.32.3,443,172.64.32.3:443,gslege_sg,465,,region_not_preferred,"GB not in HK,JP,KR,SG,TW,US",172.64.32.3:443#Gslege优选 | sg 【新加坡】 SG | 172.64.32.3
GB,英国,104.16.0.6,443,104.16.0.6:443,gslege_us,466,,region_not_preferred,"GB not in HK,JP,KR,SG,TW,US",104.16.0.6:443#Gslege优选 | us 【美国】 US | 104.16.0.6
GB,英国,104.19.154.152,443,104.19.154.152:443,raw_githubusercontent_com_einsitang_my_fast_cf_ip_refs_heads_master_fastips_txt,466,,region_not_preferred,"GB not in HK,JP,KR,SG,TW,US",104.19.154.152
GB,英国,108.162.198.189,443,108.162.198.189:443,raw_githubusercontent_com_joname1_BestCFip_refs_heads_main_ipv4_txt,466,,region_not_preferred,"GB not in HK,JP,KR,SG,TW,US",108.162.198.189:443#US-4126c7
GB,英国,162.159.16.250,2053,162.159.16.250:2053,gshtwy_wetest_v4,466,,region_not_preferred,"GB not in HK,JP,KR,SG,TW,US",162.159.16.250:2053#电信-SIN-2053-WS-TLS
GB,英国,2606:4700:57::e80a:34b8,443,[2606:4700:57::e80a:34b8]:443,bestcf_pages_dev_vvhan_ipv6_txt,466,,region_not_preferred,"GB not in HK,JP,KR,SG,TW,US",[2606:4700:57::e80a:34b8]:443#vvHan优选 | 移动 | HKG | 2606:4700:57::e80a:34b8
GB,英国,2a06:98c1:56::54a:d52b,443,[2a06:98c1:56::54a:d52b]:443,bestcf_pages_dev_vvhan_ipv6_txt,466,,region_not_preferred,"GB not in HK,JP,KR,SG,TW,US",[2a06:98c1:56::54a:d52b]:443#vvHan优选 | 电信 | SIN | 2a06:98c1:56::54a:d52b
GB,英国,cf.3666888.xyz,443,cf.3666888.xyz:443,domain_ai_vps789,466,,region_not_preferred,"GB not in HK,JP,KR,SG,TW,US",cf.3666888.xyz:443#AI优选 | cf.3666888.xyz
GB,英国,104.26.3.162,443,104.26.3.162:443,raw_githubusercontent_com_joname1_BestCFip_refs_heads_main_ipv4_txt,467,,region_not_preferred,"GB not in HK,JP,KR,SG,TW,US",104.26.3.162:443#US-a35124
GB,英国,2606:4700:25:832:6840:9ad7:dae3:6648,443,[2606:4700:25:832:6840:9ad7:dae3:6648]:443,raw_githubusercontent_com_joname1_BestCFip_refs_heads_main_ipv6_txt,467,,region_not_preferred,"GB not in HK,JP,KR,SG,TW,US",[2606:4700:25:832:6840:9ad7:dae3:6648]:443#IPDBv6-02ca67
GB,英国,2606:4700:25:fd0d:74c8:b1e2:5cf0:86b8,443,[2606:4700:25:fd0d:74c8:b1e2:5cf0:86b8]:443,raw_githubusercontent_com_joname1_BestCFip_refs_heads_main_ipv6_txt,467,,region_not_preferred,"GB not in HK,JP,KR,SG,TW,US",[2606:4700:25:fd0d:74c8:b1e2:5cf0:86b8]:443#IPDBv6-13abb5
GB,英国,104.17.133.132,443,104.17.133.132:443,cfyes_ipv4,468,,region_not_preferred,"GB not in HK,JP,KR,SG,TW,US",104.17.133.132:443#CFYes优选 | 电信 | 104.17.133.132
GB,英国,104.17.147.17,2096,104.17.147.17:2096,gshtwy_wetest_v4,468,,region_not_preferred,"GB not in HK,JP,KR,SG,TW,US",104.17.147.17:2096#联通-SJC-2096-WS-TLS
GB,英国,108.162.198.10,443,108.162.198.10:443,gslege_jp,468,,region_not_preferred,"GB not in HK,JP,KR,SG,TW,US",108.162.198.10:443#Gslege优选 | jp 【日本】 JP | 108.162.198.10
GB,英国,108.162.198.13,443,108.162.198.13:443,gslege_jp,468,,region_not_preferred,"GB not in HK,JP,KR,SG,TW,US",108.162.198.13:443#Gslege优选 | jp 【日本】 JP | 108.162.198.13
GB,英国,172.64.32.5,443,172.64.32.5:443,gslege_sg,468,,region_not_preferred,"GB not in HK,JP,KR,SG,TW,US",172.64.32.5:443#Gslege优选 | sg 【新加坡】 SG | 172.64.32.5
GB,英国,2606:4700:8397::15a3:8989,2096,[2606:4700:8397::15a3:8989]:2096,moistr,468,,region_not_preferred,"GB not in HK,JP,KR,SG,TW,US",[2606:4700:8397::15a3:8989]:2096#MoistR优选 | 移动 IPV6 03 | [2606:4700:8397::15a3:8989]:2096
GB,英国,104.17.0.1,443,104.17.0.1:443,gslege_us,469,,region_not_preferred,"GB not in HK,JP,KR,SG,TW,US",104.17.0.1:443#Gslege优选 | us 【美国】 US | 104.17.0.1
GB,英国,104.17.110.253,443,104.17.110.253:443,raw_githubusercontent_com_einsitang_my_fast_cf_ip_refs_heads_master_fastips_txt,469,,region_not_preferred,"GB not in HK,JP,KR,SG,TW,US",104.17.110.253
GB,英国,104.17.118.115,443,104.17.118.115:443,raw_githubusercontent_com_joname1_BestCFip_refs_heads_main_ipv4_txt,469,,region_not_preferred,"GB not in HK,JP,KR,SG,TW,US",104.17.118.115:443#US-9665e7
GB,英国,104.18.189.153,443,104.18.189.153:443,raw_githubusercontent_com_joname1_BestCFip_refs_heads_main_ipv4_txt,469,,region_not_preferred,"GB not in HK,JP,KR,SG,TW,US",104.18.189.153:443#US-e3cdd2
GB,英国,104.19.0.8,443,104.19.0.8:443,gslege_us,469,,region_not_preferred,"GB not in HK,JP,KR,SG,TW,US",104.19.0.8:443#Gslege优选 | us 【美国】 US | 104.19.0.8
GB,英国,104.26.4.114,443,104.26.4.114:443,uouin,469,,region_not_preferred,"GB not in HK,JP,KR,SG,TW,US",104.26.4.114:443#麒麟优选 | 联通 | 104.26.4.114 | 122.44ms | 0.34mb/s
GB,英国,108.162.198.19,443,108.162.198.19:443,gslege_jp,469,,region_not_preferred,"GB not in HK,JP,KR,SG,TW,US",108.162.198.19:443#Gslege优选 | jp 【日本】 JP | 108.162.198.19
GB,英国,162.159.14.66,443,162.159.14.66:443,uouin,469,,region_not_preferred,"GB not in HK,JP,KR,SG,TW,US",162.159.14.66:443#麒麟优选 | 多线 | 162.159.14.66 | 64.96ms | 0.13mb/s
GB,英国,162.159.153.239,443,162.159.153.239:443,raw_githubusercontent_com_joname1_BestCFip_refs_heads_main_ipv4_txt,469,,region_not_preferred,"GB not in HK,JP,KR,SG,TW,US",162.159.153.239:443#US-10fcb6
GB,英国,172.64.147.93,443,172.64.147.93:443,raw_githubusercontent_com_Senflare_Senflare_IP_refs_heads_main_IPlist_Pro_txt,469,,region_not_preferred,"GB not in HK,JP,KR,SG,TW,US",172.64.147.93
GB,英国,2606:4700:3032:51e3:c843:4d45:6abc:ac15,443,[2606:4700:3032:51e3:c843:4d45:6abc:ac15]:443,bestcf_pages_dev_nirevil_ipv6_txt,469,,region_not_preferred,"GB not in HK,JP,KR,SG,TW,US",[2606:4700:3032:51e3:c843:4d45:6abc:ac15]:443#NiREvil优选 | 移动 | Default | 13ms | 308mbps
GB,英国,2606:4700:57::380:a766,443,[2606:4700:57::380:a766]:443,bestcf_pages_dev_vvhan_ipv6_txt,469,,region_not_preferred,"GB not in HK,JP,KR,SG,TW,US",[2606:4700:57::380:a766]:443#vvHan优选 | 移动 | HKG | 2606:4700:57::380:a766
GB,英国,2a06:98c1:3121:0:ef18:6ab0:b648:d756,443,[2a06:98c1:3121:0:ef18:6ab0:b648:d756]:443,raw_githubusercontent_com_joname1_BestCFip_refs_heads_main_ipv6_txt,469,,region_not_preferred,"GB not in HK,JP,KR,SG,TW,US",[2a06:98c1:3121:0:ef18:6ab0:b648:d756]:443#Uouin-b616b6
GB,英国,ct.877774.xyz,443,ct.877774.xyz:443,domain_all,469,,region_not_preferred,"GB not in HK,JP,KR,SG,TW,US",ct.877774.xyz:443#按运营商 | 电信QMS
GB,英国,104.17.148.141,443,104.17.148.141:443,wetest,470,,region_not_preferred,"GB not in HK,JP,KR,SG,TW,US",104.17.148.141:443#微测优选 | 移动 | HKG | 104.17.148.141
GB,英国,104.18.43.246,443,104.18.43.246:443,raw_githubusercontent_com_joname1_BestCFip_refs_heads_main_ipv4_txt,470,,region_not_preferred,"GB not in HK,JP,KR,SG,TW,US",104.18.43.246:443#US-0c15810
GB,英国,104.20.23.12,443,104.20.23.12:443,uouin,470,,region_not_preferred,"GB not in HK,JP,KR,SG,TW,US",104.20.23.12:443#麒麟优选 | 联通 | 104.20.23.12 | 120.86ms | 0.24mb/s
GB,英国,162.159.198.1,443,162.159.198.1:443,uouin,470,,region_not_preferred,"GB not in HK,JP,KR,SG,TW,US",162.159.198.1:443#麒麟优选 | 06-11 14:21 | BestCF.pages.dev
GB,英国,162.159.20.48,443,162.159.20.48:443,gshtwy_wetest_v4,470,,region_not_preferred,"GB not in HK,JP,KR,SG,TW,US",162.159.20.48:443#电信-SIN-443-WS-TLS
GB,英国,172.64.147.134,443,172.64.147.134:443,raw_githubusercontent_com_joname1_BestCFip_refs_heads_main_ipv4_txt,470,,region_not_preferred,"GB not in HK,JP,KR,SG,TW,US",172.64.147.134:443#US-1274c4
GB,英国,198.41.208.224,443,198.41.208.224:443,raw_githubusercontent_com_joname1_BestCFip_refs_heads_main_ipv4_txt,470,,region_not_preferred,"GB not in HK,JP,KR,SG,TW,US",198.41.208.224:443#US-ba9e32
GB,英国,2606:4700:3036:ef:92f:be51:8695:9fc5,443,[2606:4700:3036:ef:92f:be51:8695:9fc5]:443,raw_githubusercontent_com_joname1_BestCFip_refs_heads_main_ipv6_txt,470,,region_not_preferred,"GB not in HK,JP,KR,SG,TW,US",[2606:4700:3036:ef:92f:be51:8695:9fc5]:443#CMLiussv6-87bf27
