host,port,endpoint,source,declared_region,declared_speed_MBps,measured_speed_MBps,latency_ms,exit_ip,exit_country_code,exit_region_name,cf_colo,is_cloudflare,service_score,google_ok,youtube_ok,gpt_ok,service_error,selection_stage,status,error,raw_line
38.162.115.250,2053,38.162.115.250:2053,tiancheng2,US,,,,,,未知,,False,0,,,,,,latency_failed,HTTP Error 504: Gateway Timeout,38.162.115.250:2053#天诚优选2 | 大漂亮国 | US | 38.162.115.250:2053
38.207.130.136,443,38.207.130.136:443,tiancheng2,JP,,,,,,未知,,False,0,,,,,,latency_failed,HTTP Error 504: Gateway Timeout,38.207.130.136:443#天诚优选2 | 小日本子 | JP | 38.207.130.136:443
5.181.219.212,443,5.181.219.212:443,moistr,US,,,,,,未知,,False,0,,,,,,latency_failed,HTTP Error 503: Service Unavailable,5.181.219.212:443#MoistR优选 | 大漂亮国 | US | 5.181.219.212:443
38.47.126.125,443,38.47.126.125:443,tiancheng2,JP,,,,,,未知,,False,0,,,,,,latency_failed,HTTP Error 504: Gateway Timeout,38.47.126.125:443#天诚优选2 | 小日本子 | JP | 38.47.126.125:443
38.47.126.215,443,38.47.126.215:443,tiancheng2,JP,,,,,,未知,,False,0,,,,,,latency_failed,HTTP Error 504: Gateway Timeout,38.47.126.215:443#天诚优选2 | 小日本子 | JP | 38.47.126.215:443
49.128.204.75,443,49.128.204.75:443,cf_junzhen_qzz_io_best_ips_txt,KR,,,1209,,,未知,,False,0,,,,,,latency_too_high,1209ms > 1000ms,49.128.204.75:443#KR [高速 by Jz 12M]
43.130.134.123,65002,43.130.134.123:65002,bestcf_pages_dev_tiancheng_all_txt,US,,,,,,未知,,False,0,,,,,,latency_failed,HTTP Error 504: Gateway Timeout,43.130.134.123:65002#天诚优选1 | 大漂亮国 | US | 43.130.134.123:65002
43.130.249.10,30000,43.130.249.10:30000,moistr,JP,,,,,,未知,,False,0,,,,,,latency_failed,HTTP Error 504: Gateway Timeout,43.130.249.10:30000#MoistR优选 | 小日本子 | JP | 43.130.249.10:30000
50.228.203.26,443,50.228.203.26:443,bestcf_pages_dev_tiancheng_all_txt,US,,,1748,,,未知,,False,0,,,,,,latency_too_high,1748ms > 1000ms,50.228.203.26:443#天诚优选1 | 大漂亮国 | US | 50.228.203.26:443
43.153.68.102,31222,43.153.68.102:31222,bestcf_pages_dev_tiancheng_all_txt,US,,,,,,未知,,False,0,,,,,,latency_failed,HTTP Error 504: Gateway Timeout,43.153.68.102:31222#天诚优选1 | 大漂亮国 | US | 43.153.68.102:31222
43.167.157.65,12345,43.167.157.65:12345,bestcf_pages_dev_tiancheng_all_txt,JP,,,,,,未知,,False,0,,,,,,latency_failed,HTTP Error 504: Gateway Timeout,43.167.157.65:12345#天诚优选1 | 小日本子 | JP | 43.167.157.65:12345
43.200.87.5,443,43.200.87.5:443,luoli,KR,,,,,,未知,,False,0,,,,,,latency_failed,HTTP Error 504: Gateway Timeout,43.200.87.5:443#洛璃优选 | 泡菜欧巴 | KR | 43.200.87.5:443
43.218.77.16,443,43.218.77.16:443,junzhen_bj,ID,,,,,,未知,,False,0,,,,,,latency_failed,HTTP Error 504: Gateway Timeout,43.218.77.16:443#ID [高速 by Jz 16M]
43.247.135.211,8443,43.247.135.211:8443,tiancheng2,HK,,,,,,未知,,False,0,,,,,,latency_failed,HTTP Error 504: Gateway Timeout,43.247.135.211:8443#天诚优选2 | 港岛古惑 | HK | 43.247.135.211:8443
59.4.166.72,12504,59.4.166.72:12504,bestcf_pages_dev_tiancheng_all_txt,KR,,,,,,未知,,False,0,,,,,,latency_failed,HTTP Error 503: Service Unavailable,59.4.166.72:12504#天诚优选1 | 泡菜欧巴 | KR | 59.4.166.72:12504
45.143.233.162,8443,45.143.233.162:8443,tiancheng2,JP,,,,,,未知,,False,0,,,,,,latency_failed,HTTP Error 504: Gateway Timeout,45.143.233.162:8443#天诚优选2 | 小日本子 | JP | 45.143.233.162:8443
45.89.232.111,8443,45.89.232.111:8443,tiancheng2,JP,,,,,,未知,,False,0,,,,,,latency_failed,HTTP Error 504: Gateway Timeout,45.89.232.111:8443#天诚优选2 | 小日本子 | JP | 45.89.232.111:8443
45.95.212.117,443,45.95.212.117:443,tiancheng2,JP,,,,,,未知,,False,0,,,,,,latency_failed,HTTP Error 504: Gateway Timeout,45.95.212.117:443#天诚优选2 | 小日本子 | JP | 45.95.212.117:443
64.186.227.83,443,64.186.227.83:443,tiancheng2,US,,,,,,未知,,False,0,,,,,,latency_failed,HTTP Error 503: Service Unavailable,64.186.227.83:443#天诚优选2 | 大漂亮国 | US | 64.186.227.83:443
60.248.139.106,10428,60.248.139.106:10428,bestcf_pages_dev_tiancheng_all_txt,TW,,,,,,未知,,False,0,,,,,,latency_failed,HTTP Error 503: Service Unavailable,60.248.139.106:10428#天诚优选1 | 宝岛正妹 | TW | 60.248.139.106:10428
47.239.231.121,443,47.239.231.121:443,tiancheng2,HK,,,,,,未知,,False,0,,,,,,latency_failed,HTTP Error 504: Gateway Timeout,47.239.231.121:443#天诚优选2 | 港岛古惑 | HK | 47.239.231.121:443
47.239.4.246,2053,47.239.4.246:2053,tiancheng2,HK,,,,,,未知,,False,0,,,,,,latency_failed,HTTP Error 504: Gateway Timeout,47.239.4.246:2053#天诚优选2 | 港岛古惑 | HK | 47.239.4.246:2053
47.239.4.246,443,47.239.4.246:443,tiancheng2,HK,,,,,,未知,,False,0,,,,,,latency_failed,HTTP Error 504: Gateway Timeout,47.239.4.246:443#天诚优选2 | 港岛古惑 | HK | 47.239.4.246:443
60.248.139.106,12128,60.248.139.106:12128,bestcf_pages_dev_tiancheng_all_txt,TW,,,,,,未知,,False,0,,,,,,latency_failed,HTTP Error 503: Service Unavailable,60.248.139.106:12128#天诚优选1 | 宝岛正妹 | TW | 60.248.139.106:12128
60.248.139.106,23281,60.248.139.106:23281,bestcf_pages_dev_tiancheng_all_txt,TW,,,,,,未知,,False,0,,,,,,latency_failed,HTTP Error 503: Service Unavailable,60.248.139.106:23281#天诚优选1 | 宝岛正妹 | TW | 60.248.139.106:23281
47.239.4.246,8443,47.239.4.246:8443,tiancheng2,HK,,,,,,未知,,False,0,,,,,,latency_failed,HTTP Error 504: Gateway Timeout,47.239.4.246:8443#天诚优选2 | 港岛古惑 | HK | 47.239.4.246:8443
60.248.139.106,32770,60.248.139.106:32770,bestcf_pages_dev_tiancheng_all_txt,TW,,,,,,未知,,False,0,,,,,,latency_failed,HTTP Error 503: Service Unavailable,60.248.139.106:32770#天诚优选1 | 宝岛正妹 | TW | 60.248.139.106:32770
47.242.145.136,8001,47.242.145.136:8001,bestcf_pages_dev_tiancheng_all_txt,HK,,,,,,未知,,False,0,,,,,,latency_failed,HTTP Error 504: Gateway Timeout,47.242.145.136:8001#天诚优选1 | 港岛古惑 | HK | 47.242.145.136:8001
60.248.139.106,11017,60.248.139.106:11017,bestcf_pages_dev_tiancheng_all_txt,TW,,,,,,未知,,False,0,,,,,,latency_failed,HTTP Error 503: Service Unavailable,60.248.139.106:11017#天诚优选1 | 宝岛正妹 | TW | 60.248.139.106:11017
47.57.181.17,443,47.57.181.17:443,tiancheng2,US,,,,,,未知,,False,0,,,,,,latency_failed,HTTP Error 504: Gateway Timeout,47.57.181.17:443#天诚优选2 | 大漂亮国 | US | 47.57.181.17:443
47.76.218.163,443,47.76.218.163:443,tiancheng2,HK,,,,,,未知,,False,0,,,,,,latency_failed,HTTP Error 504: Gateway Timeout,47.76.218.163:443#天诚优选2 | 港岛古惑 | HK | 47.76.218.163:443
47.79.145.241,4439,47.79.145.241:4439,bestcf_pages_dev_tiancheng_all_txt,JP,,,,,,未知,,False,0,,,,,,latency_failed,HTTP Error 504: Gateway Timeout,47.79.145.241:4439#天诚优选1 | 小日本子 | JP | 47.79.145.241:4439
47.79.38.36,443,47.79.38.36:443,tiancheng2,JP,,,,,,未知,,False,0,,,,,,latency_failed,HTTP Error 504: Gateway Timeout,47.79.38.36:443#天诚优选2 | 小日本子 | JP | 47.79.38.36:443
69.63.220.89,443,69.63.220.89:443,bestcf_pages_dev_tiancheng_all_txt,US,,,,,,未知,,False,0,,,,,,latency_failed,HTTP Error 503: Service Unavailable,69.63.220.89:443#天诚优选1 | 大漂亮国 | US | 69.63.220.89:443
47.79.94.192,443,47.79.94.192:443,tiancheng2,JP,,,,,,未知,,False,0,,,,,,latency_failed,HTTP Error 504: Gateway Timeout,47.79.94.192:443#天诚优选2 | 小日本子 | JP | 47.79.94.192:443
74.208.150.213,443,74.208.150.213:443,bestcf_pages_dev_tiancheng_all_txt,US,,,,,,未知,,False,0,,,,,,latency_failed,HTTP Error 503: Service Unavailable,74.208.150.213:443#天诚优选1 | 大漂亮国 | US | 74.208.150.213:443
47.83.14.42,8443,47.83.14.42:8443,tiancheng2,HK,,,,,,未知,,False,0,,,,,,latency_failed,HTTP Error 504: Gateway Timeout,47.83.14.42:8443#天诚优选2 | 港岛古惑 | HK | 47.83.14.42:8443
52.196.133.194,443,52.196.133.194:443,tiancheng2,JP,,,,,,未知,,False,0,,,,,,latency_failed,HTTP Error 504: Gateway Timeout,52.196.133.194:443#天诚优选2 | 小日本子 | JP | 52.196.133.194:443
52.199.101.150,443,52.199.101.150:443,xinyitang3,JP,,,,,,未知,,False,0,,,,,,latency_failed,HTTP Error 504: Gateway Timeout,52.199.101.150:443#Mia优选 | JP @MiaChatChannel | 52.199.101.150:443
7.cf.3666888.xyz,443,7.cf.3666888.xyz:443,bestcf_pages_dev_vps789_top100_txt,,,,1297,,,未知,,,0,,,,,,latency_too_high,1297ms > 1000ms,7.cf.3666888.xyz:443#VPS789优选 | 7.cf.3666888.xyz
68.64.183.46,443,68.64.183.46:443,xinyitang3,HK,,,1411,,,未知,,False,0,,,,,,latency_too_high,1411ms > 1000ms,68.64.183.46:443#Mia优选 | HK @MiaChatChannel | 68.64.183.46:443
52.76.97.123,443,52.76.97.123:443,luoli,SG,,,,,,未知,,False,0,,,,,,latency_failed,HTTP Error 504: Gateway Timeout,52.76.97.123:443#洛璃优选 | 坡县狮城 | SG | 52.76.97.123:443
54.169.110.63,443,54.169.110.63:443,moistr,SG,,,,,,未知,,False,0,,,,,,latency_failed,HTTP Error 504: Gateway Timeout,54.169.110.63:443#MoistR优选 | 坡县狮城 | SG | 54.169.110.63:443
54.238.157.207,443,54.238.157.207:443,tiancheng2,JP,,,,,,未知,,False,0,,,,,,latency_failed,HTTP Error 504: Gateway Timeout,54.238.157.207:443#天诚优选2 | 小日本子 | JP | 54.238.157.207:443
54.248.143.139,443,54.248.143.139:443,xinyitang3,JP,,,,,,未知,,False,0,,,,,,latency_failed,HTTP Error 504: Gateway Timeout,54.248.143.139:443#Mia优选 | JP @MiaChatChannel | 54.248.143.139:443
82.40.42.119,443,82.40.42.119:443,raw_githubusercontent_com_svip_s_cloudflare_ip_refs_heads_main_best_ips_txt,JP,,,1205,,,未知,,False,0,,,,,,latency_too_high,1205ms > 1000ms,82.40.42.119:443#JP [优选高速 96.23ms 8.56Mbps]
8.222.185.236,443,8.222.185.236:443,xinyitang3,SG,,,2008,,,未知,,False,0,,,,,,latency_too_high,2008ms > 1000ms,8.222.185.236:443#Mia优选 | SG @MiaChatChannel | 8.222.185.236:443
64.186.242.147,8443,64.186.242.147:8443,tiancheng2,US,,,,,,未知,,False,0,,,,,,latency_failed,HTTP Error 503: Service Unavailable,64.186.242.147:8443#天诚优选2 | 大漂亮国 | US | 64.186.242.147:8443
8.219.155.125,443,8.219.155.125:443,luoli,JP,,,2248,,,未知,,False,0,,,,,,latency_too_high,2248ms > 1000ms,8.219.155.125:443#洛璃优选 | 小日本子 | JP | 8.219.155.125:443
2606:4700:0:15:973d:26fd:32e5:322c,443,[2606:4700:0:15:973d:26fd:32e5:322c]:443,raw_githubusercontent_com_ymyuuu_IPDB_refs_heads_main_BestCF_bestcfv6_txt,,,,1231,,,未知,,True,0,,,,,,latency_too_high,1231ms > 1000ms,2606:4700:0:15:973d:26fd:32e5:322c
60.251.232.240,995,60.251.232.240:995,bestcf_pages_dev_tiancheng_all_txt,TW,,,,,,未知,,False,0,,,,,,latency_failed,HTTP Error 504: Gateway Timeout,60.251.232.240:995#天诚优选1 | 宝岛正妹 | TW | 60.251.232.240:995
61.72.208.162,18011,61.72.208.162:18011,bestcf_pages_dev_tiancheng_all_txt,KR,,,,,,未知,,False,0,,,,,,latency_failed,HTTP Error 504: Gateway Timeout,61.72.208.162:18011#天诚优选1 | 泡菜欧巴 | KR | 61.72.208.162:18011
64.186.227.25,8443,64.186.227.25:8443,tiancheng2,US,,,,,,未知,,False,0,,,,,,latency_failed,HTTP Error 504: Gateway Timeout,64.186.227.25:8443#天诚优选2 | 大漂亮国 | US | 64.186.227.25:8443
64.186.227.27,443,64.186.227.27:443,tiancheng2,US,,,,,,未知,,False,0,,,,,,latency_failed,HTTP Error 504: Gateway Timeout,64.186.227.27:443#天诚优选2 | 大漂亮国 | US | 64.186.227.27:443
64.186.227.44,8443,64.186.227.44:8443,tiancheng2,US,,,,,,未知,,False,0,,,,,,latency_failed,HTTP Error 504: Gateway Timeout,64.186.227.44:8443#天诚优选2 | 大漂亮国 | US | 64.186.227.44:8443
2606:4700:3036:6ed4:260:e367:c3d4:d3bb,443,[2606:4700:3036:6ed4:260:e367:c3d4:d3bb]:443,raw_githubusercontent_com_joname1_BestCFip_refs_heads_main_ipv6_txt,,,,1241,,,未知,,True,0,,,,,,latency_too_high,1241ms > 1000ms,[2606:4700:3036:6ed4:260:e367:c3d4:d3bb]:443#CMLiussv6-44a4a10
2606:4700:3036:0:a36a:4af2:65e7:a0d6,443,[2606:4700:3036:0:a36a:4af2:65e7:a0d6]:443,raw_githubusercontent_com_joname1_BestCFip_refs_heads_main_ipv6_txt,,,,1357,,,未知,,True,0,,,,,,latency_too_high,1357ms > 1000ms,[2606:4700:3036:0:a36a:4af2:65e7:a0d6]:443#CMLiussv6-98eff5
67.230.181.116,443,67.230.181.116:443,raw_githubusercontent_com_svip_s_cloudflare_ip_refs_heads_main_best_ips_txt,US,,,4214,,,未知,,False,0,,,,,,latency_too_high,4214ms > 1000ms,67.230.181.116:443#US [优选高速 175.13ms 8.75Mbps]
64.186.236.184,8443,64.186.236.184:8443,tiancheng2,US,,,,,,未知,,False,0,,,,,,latency_failed,HTTP Error 504: Gateway Timeout,64.186.236.184:8443#天诚优选2 | 大漂亮国 | US | 64.186.236.184:8443
64.186.237.92,8443,64.186.237.92:8443,tiancheng2,US,,,,,,未知,,False,0,,,,,,latency_failed,HTTP Error 504: Gateway Timeout,64.186.237.92:8443#天诚优选2 | 大漂亮国 | US | 64.186.237.92:8443
64.186.239.202,443,64.186.239.202:443,tiancheng2,US,,,4876,,,未知,,False,0,,,,,,latency_too_high,4876ms > 1000ms,64.186.239.202:443#天诚优选2 | 大漂亮国 | US | 64.186.239.202:443
64.186.238.108,8443,64.186.238.108:8443,tiancheng2,US,,,,,,未知,,False,0,,,,,,latency_failed,HTTP Error 504: Gateway Timeout,64.186.238.108:8443#天诚优选2 | 大漂亮国 | US | 64.186.238.108:8443
2606:4700:57::5ab2:62aa,443,[2606:4700:57::5ab2:62aa]:443,raw_githubusercontent_com_joname1_BestCFip_refs_heads_main_ipv6_txt,,,,1245,,,未知,,True,0,,,,,,latency_too_high,1245ms > 1000ms,[2606:4700:57::5ab2:62aa]:443#WeTestV6-44c7a1
64.186.240.48,443,64.186.240.48:443,raw_githubusercontent_com_svip_s_cloudflare_ip_refs_heads_main_best_ips_txt,US,,,,,,未知,,False,0,,,,,,latency_failed,HTTP Error 504: Gateway Timeout,64.186.240.48:443#US [优选高速 180.96ms 8.74Mbps]
64.186.242.138,8443,64.186.242.138:8443,tiancheng2,US,,,,,,未知,,False,0,,,,,,latency_failed,HTTP Error 504: Gateway Timeout,64.186.242.138:8443#天诚优选2 | 大漂亮国 | US | 64.186.242.138:8443
65.52.160.128,8443,65.52.160.128:8443,tiancheng2,HK,,,,,,未知,,False,0,,,,,,latency_failed,HTTP Error 504: Gateway Timeout,65.52.160.128:8443#天诚优选2 | 港岛古惑 | HK | 65.52.160.128:8443
77.93.90.231,443,77.93.90.231:443,tiancheng2,SG,,,,,,未知,,False,0,,,,,,latency_failed,HTTP Error 504: Gateway Timeout,77.93.90.231:443#天诚优选2 | 坡县狮城 | SG | 77.93.90.231:443
8.209.249.184,443,8.209.249.184:443,raw_githubusercontent_com_svip_s_cloudflare_ip_refs_heads_main_best_ips_txt,JP,,,,,,未知,,False,0,,,,,,latency_failed,HTTP Error 504: Gateway Timeout,8.209.249.184:443#JP [优选高速 76.38ms 8.57Mbps]
2606:4700:90d5::444e:d15a,2096,[2606:4700:90d5::444e:d15a]:2096,moistr,,,,1233,,,未知,,True,0,,,,,,latency_too_high,1233ms > 1000ms,[2606:4700:90d5::444e:d15a]:2096#MoistR优选 | 移动 IPV6 02 | [2606:4700:90d5::444e:d15a]:2096
8.210.29.68,443,8.210.29.68:443,tiancheng2,HK,,,,,,未知,,False,0,,,,,,latency_failed,HTTP Error 504: Gateway Timeout,8.210.29.68:443#天诚优选2 | 港岛古惑 | HK | 8.210.29.68:443
2606:4700:99ea:4f90:f3d5:32dc:cf07:f918,443,[2606:4700:99ea:4f90:f3d5:32dc:cf07:f918]:443,bestcf_pages_dev_cfyes_ipv6_txt,,,,1224,,,未知,,True,0,,,,,,latency_too_high,1224ms > 1000ms,[2606:4700:99ea:4f90:f3d5:32dc:cf07:f918]:443#CFYes优选 | 移动 | [2606:4700:99ea:4f90:f3d5:32dc:cf07:f918]
2606:4700:8dd7:e339:a64e:516:c105:99c6,443,[2606:4700:8dd7:e339:a64e:516:c105:99c6]:443,bestcf_pages_dev_cfyes_ipv6_txt,,,,1430,,,未知,,True,0,,,,,,latency_too_high,1430ms > 1000ms,[2606:4700:8dd7:e339:a64e:516:c105:99c6]:443#CFYes优选 | 移动 | [2606:4700:8dd7:e339:a64e:516:c105:99c6]
2606:4700:90de:7385:fe73:d189:ec67:e1dc,443,[2606:4700:90de:7385:fe73:d189:ec67:e1dc]:443,bestcf_pages_dev_cfyes_ipv6_txt,DE,,,1397,,,未知,,True,0,,,,,,latency_too_high,1397ms > 1000ms,[2606:4700:90de:7385:fe73:d189:ec67:e1dc]:443#CFYes优选 | 移动 | [2606:4700:90de:7385:fe73:d189:ec67:e1dc]
8.218.36.133,9010,8.218.36.133:9010,bestcf_pages_dev_tiancheng_all_txt,HK,,,,,,未知,,False,0,,,,,,latency_failed,HTTP Error 504: Gateway Timeout,8.218.36.133:9010#天诚优选1 | 港岛古惑 | HK | 8.218.36.133:9010
2606:4700:9a6e:7d71:de1a:1921:7cbb:e868,443,[2606:4700:9a6e:7d71:de1a:1921:7cbb:e868]:443,bestcf_pages_dev_nirevil_ipv6_txt,DE,,,1373,,,未知,,True,0,,,,,,latency_too_high,1373ms > 1000ms,[2606:4700:9a6e:7d71:de1a:1921:7cbb:e868]:443#NiREvil优选 | 移动 | Default | 3ms | 359mbps
8.223.63.150,443,8.223.63.150:443,bestcf_pages_dev_tiancheng_all_txt,HK,,,,,,未知,,False,0,,,,,,latency_failed,HTTP Error 504: Gateway Timeout,8.223.63.150:443#天诚优选1 | 港岛古惑 | HK | 8.223.63.150:443
2606:4700:9a6e:8c51:d454:3d8:9c0b:b241,443,[2606:4700:9a6e:8c51:d454:3d8:9c0b:b241]:443,bestcf_pages_dev_nirevil_ipv6_txt,,,,1386,,,未知,,True,0,,,,,,latency_too_high,1386ms > 1000ms,[2606:4700:9a6e:8c51:d454:3d8:9c0b:b241]:443#NiREvil优选 | 移动 | Default | 3ms | 391mbps
cdn.2020111.xyz,443,cdn.2020111.xyz:443,bestcf_pages_dev_vps789_top100_txt,,,,,,,未知,,,0,,,,,,latency_failed,HTTP Error 503: Service Unavailable,cdn.2020111.xyz:443#VPS789优选 | cdn.2020111.xyz
80.251.214.111,443,80.251.214.111:443,raw_githubusercontent_com_svip_s_cloudflare_ip_refs_heads_main_best_ips_txt,US,,,,,,未知,,False,0,,,,,,latency_failed,HTTP Error 504: Gateway Timeout,80.251.214.111:443#US [优选高速 176.4ms 9.11Mbps]
83.229.121.78,8443,83.229.121.78:8443,tiancheng2,HK,,,,,,未知,,False,0,,,,,,latency_failed,HTTP Error 504: Gateway Timeout,83.229.121.78:8443#天诚优选2 | 港岛古惑 | HK | 83.229.121.78:8443
84.32.44.80,443,84.32.44.80:443,bestcf_pages_dev_tiancheng_all_txt,US,,,,,,未知,,False,0,,,,,,latency_failed,HTTP Error 504: Gateway Timeout,84.32.44.80:443#天诚优选1 | 大漂亮国 | US | 84.32.44.80:443
91.192.81.154,2053,91.192.81.154:2053,bestcf_pages_dev_tiancheng_all_txt,SG,,,,,,未知,,False,0,,,,,,latency_failed,HTTP Error 504: Gateway Timeout,91.192.81.154:2053#天诚优选1 | 坡县狮城 | SG | 91.192.81.154:2053
91.213.189.55,443,91.213.189.55:443,tiancheng2,HK,,,,,,未知,,False,0,,,,,,latency_failed,HTTP Error 504: Gateway Timeout,91.213.189.55:443#天诚优选2 | 港岛古惑 | HK | 91.213.189.55:443
91.213.189.55,8443,91.213.189.55:8443,tiancheng2,HK,,,,,,未知,,False,0,,,,,,latency_failed,HTTP Error 504: Gateway Timeout,91.213.189.55:8443#天诚优选2 | 港岛古惑 | HK | 91.213.189.55:8443
www.mlkj888.com,443,www.mlkj888.com:443,bestcf_pages_dev_vps789_top100_txt,,,,,,,未知,,,0,,,,,,latency_failed,HTTP Error 503: Service Unavailable,www.mlkj888.com:443#VPS789优选 | www.mlkj888.com
yg7.ygkkk.dpdns.org,443,yg7.ygkkk.dpdns.org:443,bestcf_pages_dev_vps789_top100_txt,,,,,,,未知,,,0,,,,,,latency_failed,HTTP Error 503: Service Unavailable,yg7.ygkkk.dpdns.org:443#VPS789优选 | yg7.ygkkk.dpdns.org
coke.cf.3666888.xyz,443,coke.cf.3666888.xyz:443,bestcf_pages_dev_vps789_top100_txt,,,,1325,,,未知,,,0,,,,,,latency_too_high,1325ms > 1000ms,coke.cf.3666888.xyz:443#VPS789优选 | coke.cf.3666888.xyz
dnew.cc,443,dnew.cc:443,bestcf_pages_dev_vps789_top100_txt,,,,1319,,,未知,,,0,,,,,,latency_too_high,1319ms > 1000ms,dnew.cc:443#VPS789优选 | dnew.cc
visa.com.tw,443,visa.com.tw:443,bestcf_pages_dev_vps789_top100_txt,TW,,,,,,未知,,,0,,,,,,latency_failed,HTTP Error 504: Gateway Timeout,visa.com.tw:443#VPS789优选 | visa.com.tw
162.159.45.103,443,162.159.45.103:443,raw_githubusercontent_com_joname1_BestCFip_refs_heads_main_ipv4_txt,US,,,710,,,未知,,True,0,,,,,,latency_pool_skipped,time budget reserved; batch_size=0; remaining_budget=-7.7s,162.159.45.103:443#US-ed5418
162.159.44.128,443,162.159.44.128:443,raw_githubusercontent_com_joname1_BestCFip_refs_heads_main_ipv4_txt,US,,,716,,,未知,,True,0,,,,,,latency_pool_skipped,time budget reserved; batch_size=0; remaining_budget=-7.7s,162.159.44.128:443#US-e63908
162.159.39.66,443,162.159.39.66:443,gslege,,69.53,,717,,,未知,,True,0,,,,,,latency_pool_skipped,time budget reserved; batch_size=0; remaining_budget=-7.7s,162.159.39.66:443#Gslege优选 | 【测速 Nodes】69.53MB/s | 162.159.39.66
162.159.39.79,443,162.159.39.79:443,raw_githubusercontent_com_joname1_BestCFip_refs_heads_main_ipv4_txt,US,,,717,,,未知,,True,0,,,,,,latency_pool_skipped,time budget reserved; batch_size=0; remaining_budget=-7.7s,162.159.39.79:443#US-325f55
cdn.cf.3666888.xyz,443,cdn.cf.3666888.xyz:443,bestcf_pages_dev_vps789_top100_txt,,,,717,,,未知,,,0,,,,,,latency_pool_skipped,time budget reserved; batch_size=0; remaining_budget=-7.7s,cdn.cf.3666888.xyz:443#VPS789优选 | cdn.cf.3666888.xyz
162.159.38.238,443,162.159.38.238:443,raw_githubusercontent_com_joname1_BestCFip_refs_heads_main_ipv4_txt,US,,,721,,,未知,,True,0,,,,,,latency_pool_skipped,time budget reserved; batch_size=0; remaining_budget=-7.7s,162.159.38.238:443#US-dfaf38
162.159.45.43,443,162.159.45.43:443,bestcf_pages_dev_zhixuanwang_ipv4_onlyip_txt,,,,722,,,未知,,True,0,,,,,,latency_pool_skipped,time budget reserved; batch_size=0; remaining_budget=-7.7s,162.159.45.43
172.64.40.183,443,172.64.40.183:443,uouin,,14.29,,724,,,未知,,True,0,,,,,,latency_pool_skipped,time budget reserved; batch_size=0; remaining_budget=-7.7s,172.64.40.183:443#麒麟优选 | 多线 | 172.64.40.183 | 66.63ms | 14.29mb/s
www.fastsoso.cn,443,www.fastsoso.cn:443,bestcf_pages_dev_vps789_top20_txt,,,,727,,,未知,,,0,,,,,,latency_pool_skipped,time budget reserved; batch_size=0; remaining_budget=-7.7s,www.fastsoso.cn:443#VPS789优选 | www.fastsoso.cn
162.159.45.24,443,162.159.45.24:443,raw_githubusercontent_com_joname1_BestCFip_refs_heads_main_ipv4_txt,US,,,730,,,未知,,True,0,,,,,,latency_pool_skipped,time budget reserved; batch_size=0; remaining_budget=-7.7s,162.159.45.24:443#US-2222b2
162.159.44.178,443,162.159.44.178:443,bestcf_pages_dev_zhixuanwang_ipv4_onlyip_txt,,,,739,,,未知,,True,0,,,,,,latency_pool_skipped,time budget reserved; batch_size=0; remaining_budget=-7.7s,162.159.44.178
162.159.44.205,443,162.159.44.205:443,uouin,,18.67,,748,,,未知,,True,0,,,,,,latency_pool_skipped,time budget reserved; batch_size=0; remaining_budget=-7.7s,162.159.44.205:443#麒麟优选 | 多线 | 162.159.44.205 | 62.47ms | 18.67mb/s
www.5199dy.com,443,www.5199dy.com:443,bestcf_pages_dev_vps789_top100_txt,,,,755,,,未知,,,0,,,,,,latency_pool_skipped,time budget reserved; batch_size=0; remaining_budget=-7.7s,www.5199dy.com:443#VPS789优选 | www.5199dy.com
188.114.96.9,443,188.114.96.9:443,bestcf_pages_dev_gslege_NL_txt,NL,,,772,,,未知,,True,0,,,,,,latency_pool_skipped,time budget reserved; batch_size=0; remaining_budget=-7.7s,188.114.96.9:443#Gslege优选 | nl 【荷兰】 NL | 188.114.96.9
cloudflare.idc.rocks,443,cloudflare.idc.rocks:443,bestcf_pages_dev_vps789_top100_txt,,,,773,,,未知,,,0,,,,,,latency_pool_skipped,time budget reserved; batch_size=0; remaining_budget=-7.7s,cloudflare.idc.rocks:443#VPS789优选 | cloudflare.idc.rocks
nexusmods.com,443,nexusmods.com:443,bestcf_pages_dev_vps789_top10_txt,,,,774,,,未知,,,0,,,,,,latency_pool_skipped,time budget reserved; batch_size=0; remaining_budget=-7.7s,nexusmods.com:443#VPS789优选 | nexusmods.com
eii.at,443,eii.at:443,bestcf_pages_dev_vps789_top20_txt,,,,775,,,未知,,,0,,,,,,latency_pool_skipped,time budget reserved; batch_size=0; remaining_budget=-7.7s,eii.at:443#VPS789优选 | eii.at
188.114.96.1,443,188.114.96.1:443,bestcf_pages_dev_gslege_NL_txt,NL,,,776,,,未知,,True,0,,,,,,latency_pool_skipped,time budget reserved; batch_size=0; remaining_budget=-7.7s,188.114.96.1:443#Gslege优选 | nl 【荷兰】 NL | 188.114.96.1
cf.cf.3666888.xyz,443,cf.cf.3666888.xyz:443,bestcf_pages_dev_vps789_top100_txt,,,,783,,,未知,,,0,,,,,,latency_pool_skipped,time budget reserved; batch_size=0; remaining_budget=-7.7s,cf.cf.3666888.xyz:443#VPS789优选 | cf.cf.3666888.xyz
www.swowd.com,443,www.swowd.com:443,bestcf_pages_dev_vps789_top100_txt,,,,783,,,未知,,,0,,,,,,latency_pool_skipped,time budget reserved; batch_size=0; remaining_budget=-7.7s,www.swowd.com:443#VPS789优选 | www.swowd.com
